NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,COUNTY,NEAR_CITY,DIST_CITY,RIVER,YEAR_COMPL,OWNER,OWN_TYPE,INSP_DATE
OH00885,OH,"CONSOL POND DAM",NULL,HIGH,NULL,OHIO,HARRISON,HOLLOWAY,2.8,"TR-BOGGS FORK",1952,"CONSERVATION FUND",PRIVATE,"1992-10-14 00:00:00"
OH00886,OH,"CONSOL POND DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,HOLLOWAY,4,"TR-BOGGS FORK",NULL,"CONSERVATION FUND",PRIVATE,"1992-10-14 00:00:00"
OH00889,OH,"CONSOL POND DAM",NULL,LOW,NULL,OHIO,HARRISON,TIPPECANOE,15.7,"TR-SOUTH FORK",1954,"CONSOLIDATION COAL COMPANY",PRIVATE,NULL
OH00890,OH,"PULAY POND DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,TIPPECANOE,13.4,"TR-SOUTH FORK",1950,"CONSOLIDATION COAL COMPANY",PRIVATE,NULL
OH00891,OH,"BRUSHY FORK NO. 7 DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,TIPPECANOE,14.6,"TR-BRUSHY FORK",1950,"CONSOLIDATION COAL COMPANY",PRIVATE,"1992-01-23 00:00:00"
OH00894,OH,"TERAMANA LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,UNIONVALE,3.2,"HARMON CREEK",NULL,"ANTHONY J. TERAMANA, SR.",PRIVATE,"1991-08-20 00:00:00"
OH00895,OH,"CHAMBERS DEVELOPMENT CO. DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,TAPPAN,3.2,"TR-CLEAR FORK",1954,"CHAMBERS DEVELOPMENT COMPANY",PRIVATE,"1992-09-09 00:00:00"
OH00896,OH,"CONSOL POND DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,UNIONVALE,3.2,"HARMON CREEK",NULL,"THE CONSERVATION FUND",PRIVATE,NULL
OH00897,OH,"JEFFCO RESOURCES LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,"CHERRY VALLEY",0.4,"TR-PINEY FORK",NULL,"JEFFCO RESOURCES, INC.",PRIVATE,NULL
OH00898,OH,"JEFFCO POND DAM",NULL,LOW,NULL,OHIO,HARRISON,"CHERRY VALLEY",0.4,"TR-PINEY FORK",NULL,"JEFFCO RESOURCES, INC.",PRIVATE,NULL
OH00900,OH,"CONSOL POND DAM",NULL,LOW,NULL,OHIO,HARRISON,TIPPECANOE,17.2,"TR-BRUSHY FORK",1950,"CONSOLIDATION COAL COMPANY",PRIVATE,NULL
OH00902,OH,"CONSOL POND DAM",NULL,LOW,NULL,OHIO,HARRISON,TIPPECANOE,17.2,"TR-BRUSHY FORK",1950,"CONSOLIDATION COAL COMPANY",PRIVATE,NULL
OH00903,OH,"MADER POND DAM",NULL,LOW,NULL,OHIO,HARRISON,PANHANDLE,1.9,"TR-NORTH BRANCH CROSS CREEK",1964,"THOMAS MONTGOMERY",PRIVATE,"1989-02-10 00:00:00"
OH00907,OH,"FRITZ POND DAM",NULL,LOW,NULL,OHIO,COLUMBIANA,WELLSVILLE,5.7,"TR-ALDER LICK RUN",1974,"ROBERT H. FRITZ",PRIVATE,NULL
OH00908,OH,"DEWS POND DAM",NULL,SIGNIFICANT,NULL,OHIO,CARROLL,MALVERN,1.7,"TR-ARMSTRONG RUN",1972,"WILLIAM & MARILYN DEWS",PRIVATE,"1991-11-04 00:00:00"
OH00909,OH,"MEIGS MINE NO. 1 WATER SUPPLY DAM",NULL,SIGNIFICANT,NULL,OHIO,MEIGS,"SALEM CENTER",NULL,"TR-PARKER RUN",1973,"SOUTHERN OHIO COAL COMPANY",PRIVATE,"1982-02-02 00:00:00"
OH00910,OH,"OHIO POWER COMPANY POND DAM",NULL,LOW,NULL,OHIO,MORGAN,UNIONVILLE,NULL,"TR-HORSE RUN",1959,"OHIO POWER COMPANY",PRIVATE,NULL
OH00912,OH,"LUBURGH LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MUSKINGUM,PHILO,NULL,"BOGGS CREEK",1963,"MRS. C.M. LUBURGH",PRIVATE,"1991-06-04 00:00:00"
OH00913,OH,"LAKE SUE DAM",NULL,LOW,NULL,OHIO,WILLIAMS,MONTPELIER,NULL,"TR-W BRANCH ST. JOSEPH RIVER",NULL,"ODNR, DIVISION OF WILDLIFE",STATE,"1982-10-04 00:00:00"
OH00914,OH,"PSCHESANG LAKE DAM",NULL,LOW,NULL,OHIO,BROWN,FAYETTEVILLE,2.8,"TR-EAST FK LITTLE MIAMI RIVER",1974,"PAUL PSCHESANG",PRIVATE,"1991-03-05 00:00:00"
OH00915,OH,"STOKES LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CLINTON,CLARKSVILLE,8.3,"TR-DUTCH CREEK",1974,"DALE STOKES",PRIVATE,"1990-05-24 00:00:00"
OH00916,OH,"MUSKINGUM VALLEY COUNCIL LAKE DAM",NULL,LOW,NULL,OHIO,COSHOCTON,CONESVILLE,2.5,"TR-MUSKINGUM RIVER",1974,"MUSKINGUM VALLEY COUNCIL, BSA",PRIVATE,"1993-01-28 00:00:00"
OH00918,OH,"FOREST HILL PARK DAM NO. 2",NULL,HIGH,NULL,OHIO,CUYAHOGA,"EAST CLEVELAND",0.4,"EAST BRANCH OF DUGWAY BROOK",1963,"CITY OF EAST CLEVELAND","LOCAL GOV'T","1991-04-17 00:00:00"
OH00919,OH,"STINGY RUN FLY ASH DAM","GAVIN FLY ASH DAM",HIGH,NULL,OHIO,GALLIA,ADDISON,6.1,"STINGY RUN",1974,"OHIO POWER COMPANY","PUBLIC UTILITY","1989-04-14 00:00:00"
OH00920,OH,"CARDINAL FLY ASH NO. 1 DAM",NULL,HIGH,NULL,OHIO,JEFFERSON,BRILLIANT,0.8,"BLOCKHOUSE RUN",1974,"CARDINAL OPERATING COMPANY","PUBLIC UTILITY","1986-09-13 00:00:00"
OH00921,OH,"GRUBB LAKE DAM",NULL,LOW,NULL,OHIO,LICKING,HARTFORD,0.9,"TR-OTTER FORK",1974,"AGRIGENERAL COMPANY, L.P.",PRIVATE,"1992-03-17 00:00:00"
OH00922,OH,"CHRISTIAN CENTER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LICKING,KIRKERSVILLE,3.6,"TR-SOUTH FORK LICKING RIVER",1974,"OTTO BEATTY, JR.",PRIVATE,"1989-01-25 00:00:00"
OH00923,OH,"KARR LAKE DAM",NULL,LOW,NULL,OHIO,MEIGS,"FIVE POINTS",NULL,"TR-SHADE RIVER",1974,"TOM KARR",PRIVATE,"1991-08-20 00:00:00"
OH00924,OH,"SHELTON LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,PERRY,"FIREMANS PARK",NULL,"TR-SOUTH FORK LICKING RIVER",1974,"MARTHA & DAVID HOLTZ",PRIVATE,"1989-10-26 00:00:00"
OH00925,OH,"CAMP JUNGEN LAKE DAM",NULL,LOW,NULL,OHIO,TUSCARAWAS,RAGERSVILLE,1.9,"TR-EAST BRANCH",1974,"JOHN A. & MARY ANN MAST",PRIVATE,"1993-09-30 00:00:00"
OH00926,OH,"CHIPPEWA CREEK STRUCTURE VII-C",NULL,HIGH,NULL,OHIO,WAYNE,EASTON,NULL,"LITTLE CHIPPEWA CREEK",1974,"MWCD, CHIPPEWA SUBDISTRICT","LOCAL GOV'T","1987-08-10 00:00:00"
OH00927,OH,"CAESAR CREEK LAKE DAM","CAESAR CREEK LAKE",HIGH,YES,OHIO,WARREN,OREGONIA,13,"CAESAR CREEK",1976,DAEN-ORL,FEDERAL,"1990-07-10 00:00:00"
OH00929,OH,"WILLIAM H. HARSHA LAKE DAM","WILLIAM H. HARSHA LAKE",HIGH,YES,OHIO,CLERMONT,BATAVIA,5,"EAST FORK OF LITTLE MIAMI",1973,DAEN-ORL,FEDERAL,"1990-07-11 00:00:00"
OH00931,OH,"ALUM CREEK DAM","ALUM CREEK LAKE",HIGH,YES,OHIO,DELAWARE,WESTERVILLE,3,"ALUM CREEK OF BIG WALNUT CRK.",1974,"DAEN ORH",FEDERAL,"1990-07-17 00:00:00"
OH00932,OH,"GOLDEN BEAR RESERVOIR DAM",NULL,LOW,NULL,OHIO,DELAWARE,DUBLIN,4.2,"TR-DEER RUN",1972,"MUIRFIELD VILLAGE GOLF CLUB",PRIVATE,"1993-02-25 00:00:00"
OH00933,OH,"LAKE LITCHFIELD DAM",NULL,HIGH,NULL,OHIO,SUMMIT,PENINSULA,1.7,"RITCHIE RUN",1975,"GREAT TRAIL COUNCIL, BSA",PRIVATE,"1989-04-28 00:00:00"
OH00934,OH,"QUAIL HOLLOW LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LAKE,PAINESVILLE,4.5,"TR-ELLISON CREEK",1975,"QUAIL HOLLOW INN",PRIVATE,"1985-08-28 00:00:00"
OH00935,OH,"THE MEADOWS DAM",NULL,LOW,NULL,OHIO,SUMMIT,"CUYAHOGA FALLS",1.7,"TR-MUD BROOK",1976,"NEAL & SALLY LEISTER",PRIVATE,"1983-05-17 00:00:00"
OH00936,OH,"CHATEAU LAKES NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,HAMILTON,"TAYLORS CREEK",2.3,"TR-TAYLOR CREEK",1975,"CHATEAU LAKES HOMEOWNERS ASSN.",PRIVATE,"1993-02-03 00:00:00"
OH00937,OH,"CHATEAU LAKES NO. 2 DAM",NULL,SIGNIFICANT,NULL,OHIO,HAMILTON,"TAYLORS CREEK",2.3,"TR-TAYLOR CREEK",1975,"CHATEAU LAKES HOMEOWNERS ASSN.",PRIVATE,"1993-02-03 00:00:00"
OH00938,OH,"HOLIDAY CAMPLANDS LAKE DAM",NULL,HIGH,NULL,OHIO,ASHTABULA,PYMATUNING,5,"GRAVEL RUN",1975,"HOLIDAY CAMPLANDS ASSOCIATION, INC.",PRIVATE,"1989-07-06 00:00:00"
OH00939,OH,"ELKEM FLUID WASTE POND 1A",NULL,SIGNIFICANT,NULL,OHIO,WASHINGTON,BRISCOE,NULL,"OHIO RIVER-OS",1975,"ELKEM METALS COMPANY",PRIVATE,"1976-03-31 00:00:00"
OH00940,OH,"HOWISON LAKE DAM",NULL,LOW,NULL,OHIO,VINTON,HAMDEN,NULL,"TR-MCCONNEL RUN",1975,"PETER W. HOWISON",PRIVATE,"1977-06-21 00:00:00"
OH00941,OH,"WOODCREEK LAKE DAM",NULL,LOW,NULL,OHIO,CLERMONT,"CAMP DENISON",1.9,"TR-HORNER RUN",1978,"WOODCREEK ASSOCIATION, INC.",PRIVATE,"1991-09-10 00:00:00"
OH00942,OH,"GROSS LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,WAYNE,WESTWOOD,2,"TR-KILLBUCK CREEK",1977,"DONALD GROSSNIKLAUS",PRIVATE,"1995-03-13 00:00:00"
OH00943,OH,"ELKEM SLAG TAILINGS POND",NULL,SIGNIFICANT,NULL,OHIO,WASHINGTON,BRISCOE,NULL,"OHIO RIVER-OS",1975,"ELKEM METALS COMPANY",PRIVATE,"1980-02-15 00:00:00"
OH00944,OH,"KETTENRING HILLS LAKE DAM",NULL,LOW,NULL,OHIO,DEFIANCE,INDEPENDENCE,0.8,"TR-MAUMEE RIVER",1976,"HAYCO & ASSOCIATES, INC.",PRIVATE,"1977-10-03 00:00:00"
OH00945,OH,"LAKEVIEW CEMETERY FLOOD CONTROL DAM",NULL,HIGH,NULL,OHIO,CUYAHOGA,"EAST CLEVELAND",NULL,"DUGWAY BROOK",1978,"NORTHEAST OHIO REGIONAL SEWER DIST.","LOCAL GOV'T","1985-04-01 00:00:00"
OH00946,OH,"ELKEM EFFLUENT TREATMENT POND NO. 4",NULL,LOW,NULL,OHIO,ASHTABULA,ASHTABULA,1.5,"TR-LAKE ERIE-OS",1977,"ELKEM METALS COMPANY",PRIVATE,"1978-12-18 00:00:00"
OH00947,OH,"BURTON LAKE DAM",NULL,LOW,NULL,OHIO,WARREN,MORROW,NULL,"TR-FIRST CREEK",1958,"JERRY L. BURTON",PRIVATE,"1978-04-28 00:00:00"
OH00948,OH,"PINE LAKE ESTATES DAM",NULL,HIGH,NULL,OHIO,FAIRFIELD,"HORNS MILL",2.7,"TR-HOCKING RIVER",1962,"PINE LAKE ESTATES INC. OF FAIRFLD CO",PRIVATE,"1993-03-04 00:00:00"
OH00949,OH,"LAKE ROMONA DAM",NULL,LOW,NULL,OHIO,FAIRFIELD,ROCKBRIDGE,7.2,"TR-CLEAR CREEK",1929,"FRANKLIN COUNTY METRO PARKS","LOCAL GOV'T","1987-08-31 00:00:00"
OH00952,OH,"NEW LONDON RESERVOIR",NULL,HIGH,NULL,OHIO,HURON,FITCHVILLE,4.9,"VERMILION RIVER-OS",1975,"VILLAGE OF NEW LONDON","LOCAL GOV'T","1991-09-12 00:00:00"
OH00953,OH,"IZAAK WALTON LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LAWRENCE,SHERRITS,4.7,"TR-JOHNS CREEK",NULL,"IZAAK WALTON LEAGUE",PRIVATE,"1991-03-20 00:00:00"
OH00954,OH,"POSTLEWAITE LAKE DAM",NULL,LOW,NULL,OHIO,LICKING,"GODDARD CORNERS",1.5,"TR-MOOTS RUN",1975,"DAVID M. POSTLEWAITE &",PRIVATE,"1989-06-19 00:00:00"
OH00955,OH,"MEMORY LANES CAMPGROUND LAKE DAM",NULL,LOW,NULL,OHIO,FAIRFIELD,OAKTHORPE,0.6,"TR-LITTLE RUSH CREEK",1950,"ALLEGHENY WEST CONFERENCE CORP.",PRIVATE,NULL
OH00956,OH,"LAKE EAGLE CLAW DAM",NULL,HIGH,NULL,OHIO,HOCKING,"SUGAR GROVE",6.4,"TR-RUSH CREEK",1962,"HIDE-A-WAY HILLS CLUB",PRIVATE,"1990-12-19 00:00:00"
OH00957,OH,"LEETH LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,ROSS,BOURNEVILLE,NULL,"TR-UPPER TWIN CREEK",1965,"ROBERT & SHIRLEY LEETH",PRIVATE,"1994-08-29 00:00:00"
OH00958,OH,"WILSON LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MEIGS,"CITY OF RACINE",1.5,"TR-JENNIE WATTS RUN",NULL,"HOWARD WILSON",PRIVATE,"1995-01-05 00:00:00"
OH00960,OH,"MARGARET CREEK STRUCTURE NO. 1",NULL,HIGH,NULL,OHIO,ATHENS,FISHER,4.2,"MARGARET CREEK",1972,"HOCKING CONSERVANCY DISTRICT","LOCAL GOV'T","1990-09-12 00:00:00"
OH00961,OH,"MCCLURE LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LAWRENCE,AID,10.6,"TR-AARON CREEK",1966,"DECAROL & JAN WILLIAMSON",PRIVATE,"1992-08-11 00:00:00"
OH00962,OH,"KOSMOS CEMENT COMPANY NO. 1 DAM",NULL,HIGH,NULL,OHIO,LAWRENCE,SUPERIOR,1.9,"TR-BEAR RUN",1951,"KOSMOS CEMENT COMPANY",PRIVATE,"1986-07-22 00:00:00"
OH00963,OH,"BEAR RUN LAKE DAM",NULL,LOW,NULL,OHIO,LAWRENCE,SUPERIOR,1.9,"BEAR RUN",NULL,"KOSMOS CEMENT COMPANY",PRIVATE,NULL
OH00964,OH,"OAK HILL UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,JACKSON,CLAY,0.2,"CLAY CREEK-OS",1972,"VILLAGE OF OAK HILL","LOCAL GOV'T","1980-12-16 00:00:00"
OH00966,OH,"WAGNER'S POND DAM",NULL,LOW,NULL,OHIO,WASHINGTON,WATERTOWN,NULL,"TR-SOUTHWEST FORK",1959,"WILLARD H. WAGNER",PRIVATE,NULL
OH00967,OH,"BLANCHESTER RESERVOIR NO. 3 DAM",NULL,HIGH,NULL,OHIO,CLINTON,BLANCHESTER,0.2,"TR-SECOND CREEK",1934,"VILLAGE OF BLANCHESTER","LOCAL GOV'T","1991-06-28 00:00:00"
OH00968,OH,"BLANCHESTER RESERVOIR NO. 5 DAM",NULL,HIGH,NULL,OHIO,CLINTON,BLANCHESTER,0.2,OFFSTREAM,1970,"VILLAGE OF BLANCHESTER","LOCAL GOV'T","1991-06-27 00:00:00"
OH00969,OH,"MOORE LAKE DAM",NULL,LOW,NULL,OHIO,COSHOCTON,DRESDEN,3.6,"TR-WAKATOMIKA CREEK",1975,"KENNETH MOORE, JR.",PRIVATE,"1993-01-28 00:00:00"
OH00970,OH,"CAMP CROWELL LAKE DAM",NULL,HIGH,NULL,OHIO,SUMMIT,"ECHO LAKE GLEN",NULL,"TR-EAST BRANCH ROCKY RIVER",1920,"LAKE ERIE GIRL SCOUTS COUNCIL, INC.",PRIVATE,"1992-04-15 00:00:00"
OH00971,OH,"GAVIN BOTTOM ASH POND",NULL,HIGH,NULL,OHIO,GALLIA,"YORK, W. VA.",1.5,"KYGER CREEK-OS",1974,"OHIO POWER COMPANY","PUBLIC UTILITY","1984-06-03 00:00:00"
OH00972,OH,"MUSKINGUM RIVER MIDDLE FLY ASH DAM",NULL,HIGH,NULL,OHIO,WASHINGTON,BEVERLY,4.5,"TR-MUSKINGUM RIVER",1968,"OHIO POWER COMPANY","PUBLIC UTILITY","1978-09-26 00:00:00"
OH00973,OH,"MUSKINGUM RIVER LOWER FLY ASH DAM",NULL,HIGH,NULL,OHIO,WASHINGTON,BEVERLY,4.3,"TR-MUSKINGUM RIVER",1975,"OHIO POWER COMPANY","PUBLIC UTILITY","1978-09-26 00:00:00"
OH00974,OH,"UNITS 1-4 BOTTOM ASH POND DAM",NULL,LOW,NULL,OHIO,WASHINGTON,BEVERLY,NULL,"MUSKINGUM RIVER-OS",1953,"OHIO POWER COMPANY","PUBLIC UTILITY","1978-09-26 00:00:00"
OH00975,OH,"BOKA WOODS LAKE NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,FAIRFIELD,"RUSTIC RIDGE HOME PARK",0.7,"TR-HOCKING RIVER",1965,"ROBERT KIGER",PRIVATE,"1994-11-23 00:00:00"
OH00976,OH,"AHRENS LAKE DAM",NULL,LOW,NO,OHIO,RICHLAND,LEXINGTON,NULL,"TR-CLEAR FORK",1976,"WILFRED C. AHRENS",PRIVATE,NULL
OH00977,OH,"GLEASONKAMP POND DAM",NULL,LOW,NULL,OHIO,DELAWARE,DELAWARE,3,"TR-HORSESHOE RUN",1964,"CITY OF DELAWARE","LOCAL GOV'T","1993-02-25 00:00:00"
OH00979,OH,"BRIARWOOD SPORTSMAN'S CLUB NO. 10 DAM",NULL,HIGH,NULL,OHIO,LOGAN,ZANESFIELD,3.4,"TR-MAD RIVER",1960,"WALTER LAMB, JR.",PRIVATE,"1986-10-15 00:00:00"
OH00980,OH,"BRIARWOOD SPORTSMAN'S CLUB NO. 11 DAM",NULL,HIGH,NULL,OHIO,LOGAN,ZANESFIELD,3.2,"TR-MAD RIVER",1976,"WALTER LAMB, JR.",PRIVATE,"1986-10-15 00:00:00"
OH00981,OH,"HOSTERMAN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CLARK,SNYDERVILLE,1.5,"TR-MAD RIVER",1938,"BOARD OF PARK TRUSTEES","LOCAL GOV'T","1991-03-11 00:00:00"
OH00982,OH,"HUTCHINS LAKE DAM",NULL,LOW,NULL,OHIO,RICHLAND,PERRYSVILLE,3.6,"TR-CLEAR FORK MOHICAN RIVER",1965,"PAUL F. HUTCHINS",PRIVATE,"1994-12-14 00:00:00"
OH00983,OH,"LAKE MARIA DAM",NULL,SIGNIFICANT,NULL,OHIO,RICHLAND,BELLVILLE,1,"TR-MOHICAN RIVER",1958,"EDWIN GRIFFETH",PRIVATE,"1994-01-10 00:00:00"
OH00984,OH,"PRESTON LAKE DAM",NULL,LOW,NULL,OHIO,RICHLAND,LEXINGTON,2.5,"TR-CLEAR FORK MOHICAN RIVER",1965,"BURTON & WILDA LEE PRESTON",PRIVATE,"1994-12-14 00:00:00"
OH00986,OH,"WALDEN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,PORTAGE,TWINSBURG,7.2,"TR-POND BROOK",1975,"THE WALDEN COMPANY",PRIVATE,"1983-01-07 00:00:00"
OH00989,OH,"MUSKINGUM RIVER UPPER FLY ASH DAM",NULL,HIGH,NULL,OHIO,WASHINGTON,BEVERLY,3,"TR-MUSKINGUM RIVER",1975,"OHIO POWER COMPANY","PUBLIC UTILITY","1978-09-26 00:00:00"
OH00991,OH,"SHARONVILLE RETENTION DAM",NULL,HIGH,NULL,OHIO,HAMILTON,SHARONVILLE,0.2,"TR-SHARON CREEK",1967,"CITY OF SHARONVILLE","LOCAL GOV'T","1987-04-09 00:00:00"
OH00992,OH,"GUFFEY LAKE DAM",NULL,HIGH,NULL,OHIO,MONTGOMERY,SUNBURY,NULL,"TR-TWIN CREEK",1920,"JOHN D. GUFFEY",PRIVATE,"1990-07-12 00:00:00"
OH00993,OH,"LAKE PENIEL DAM",NULL,SIGNIFICANT,NULL,OHIO,MORROW,LUCERNE,4,"TR-KOKOSING RIVER",1975,"OHIO BIBLE MISSION",PRIVATE,"1995-01-10 00:00:00"
OH00994,OH,"DOGWOOD VALLEY CAMP LAKE DAM",NULL,LOW,NULL,OHIO,MORROW,"MT. GILEAD",NULL,"TR-WHETSTONE CREEK",1956,"BERNISE SOUTHARD",PRIVATE,NULL
OH00995,OH,"BIG PINE LAKE DAM",NULL,LOW,NULL,OHIO,CRAWFORD,BUCYRUS,11,"TR-SANDUSKY RIVER",1959,"DENNIS W. WILLIAMS",PRIVATE,NULL
OH00998,OH,"JONES LAKE DAM",NULL,LOW,NULL,OHIO,ASHLAND,NANKIN,1.3,"TR-ORANGE CREEK",1965,"JAMES JONES, JR.",PRIVATE,"1992-04-15 00:00:00"
OH01000,OH,"LARRY PEAIRS MEMORIAL LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,GEAUGA,BUNDYSBURG,3.2,"TR-SWINE CREEK",1976,"WILLIAM ROWLEY, JR.",PRIVATE,"1990-06-07 00:00:00"
OH01001,OH,"ROHR'S LAKE DAM",NULL,LOW,NULL,OHIO,ASHLAND,FITCHVILLE,11.4,"TR-BUCK CREEK",1971,"JOHN ROHR",PRIVATE,"1991-07-23 00:00:00"
OH01002,OH,"MOUNT ORAB UPGROUND RESERVOIR NO. 2",NULL,SIGNIFICANT,NULL,OHIO,BROWN,"MT. ORAB",0.4,"STERLING RUN-OS",1974,"VILLAGE OF MOUNT ORAB","LOCAL GOV'T","1991-04-16 00:00:00"
OH01003,OH,"MOUNT GILEAD UPPER LAKE DAM",NULL,LOW,NULL,OHIO,MORROW,MT.GILEAD,0.6,"SAMS CREEK",1930,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1984-09-27 00:00:00"
OH01004,OH,"BEAR POND DAM",NULL,LOW,NULL,OHIO,BUTLER,MILTONVILLE,3.8,"TR-DRY RUN",1959,"HILLIARD NAPIER",PRIVATE,"1991-08-15 00:00:00"
OH01005,OH,"SCHLOSS POND DAM",NULL,LOW,NULL,OHIO,GEAUGA,"W. FARMINGTON",5.9,"TR-GRAND RIVER",1952,"SEVEN SPRINGS FARM, INC.",PRIVATE,NULL
OH01006,OH,"PAW PAW LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,GEAUGA,"RUSSELL CENTER",2.3,"TR-SILVER CREEK",NULL,"PAW PAW LAKE HOME COMPANY",PRIVATE,"1991-04-30 00:00:00"
OH01007,OH,"ROCK ISLAND LAKE DAM",NULL,LOW,NULL,OHIO,MAHONING,"MEANDER CREEK RESERVOIR",NULL,"TR-MEANDER CREEK",1964,"DONNA POSCHNER",PRIVATE,NULL
OH01008,OH,"DARROW LAKE NO. 1 DAM (UPPER)",NULL,LOW,NULL,OHIO,GUERNSEY,"BIRDS RUN",1.9,"TR-BIRDS RUN",1960,"CAROLE L. DARROW",PRIVATE,"1992-04-27 00:00:00"
OH01009,OH,"BUNKER HILL HAVEN LAKE DAM",NULL,LOW,NULL,OHIO,BUTLER,"BUNKER HILL",1.1,"TR-INDIAN CREEK",1947,"BUNKER HILL HAVEN TRUST",PRIVATE,"1992-02-19 00:00:00"
OH01011,OH,"FOURMILE LAKE DAM",NULL,HIGH,NULL,OHIO,HAMILTON,"RIVERVIEW HEIGHTS",0.8,"TR-FOURMILE CREEK",1937,"DANIEL BLASING & SANDRA CROWE",PRIVATE,"1987-05-19 00:00:00"
OH01013,OH,"CLINTON COUNTY TRIBUTARY NO. 4 DAM",NULL,HIGH,NULL,OHIO,CLINTON,WILMINGTON,0.1,"TR-LYTLE CREEK",1976,"CLINTON COUNTY","LOCAL GOV'T","1986-05-14 00:00:00"
OH01014,OH,"CLINTON COUNTY TRIBUTARY NO. 1 DAM",NULL,HIGH,NULL,OHIO,CLINTON,WILMINGTON,0.2,"TR-LYTLE CREEK",1976,"CLINTON COUNTY","LOCAL GOV'T","1986-05-14 00:00:00"
OH01015,OH,"TALL TIMBER LAKE DAM",NULL,LOW,NULL,OHIO,TUSCARAWAS,"NEW PHILADELPHIA",NULL,"TR-BEAVERDAM CREEK",1960,"TALL TIMBER LAKE RESORT, INC.",PRIVATE,"1993-05-18 00:00:00"
OH01016,OH,"HICKORY HOLLOW LAKE DAM",NULL,LOW,NULL,OHIO,GUERNSEY,CAMBRIDGE,16.7,"TR-SUGARTREE FORK",1969,"GUY STEWARD",PRIVATE,NULL
OH01017,OH,"PLYMOUTH WASTEWATER LAGOON",NULL,LOW,NULL,OHIO,HURON,"NEW HAVEN",1.7,OFFSTREAM,1966,"VILLAGE OF PLYMOUTH","LOCAL GOV'T",NULL
OH01018,OH,"CLERMONT NORTHEASTERN SCHOOLS LAKE DAM",NULL,LOW,NULL,OHIO,CLERMONT,CRAVER,4.9,"TR-BRUSHY FORK",1956,"CLERMONT NORTHEASTERN SCHOOLS","LOCAL GOV'T","1991-03-05 00:00:00"
OH01019,OH,"OCKENGA LAKE DAM",NULL,LOW,NULL,OHIO,HURON,WAKEMAN,2.4,"TR-VERMILION RIVER",1966,"JOHN W. OCKENGA",PRIVATE,"1995-04-04 00:00:00"
OH01020,OH,"LAHMERS LAKE DAM",NULL,LOW,NULL,OHIO,TUSCARAWAS,WINFIELD,NULL,"TR-BROAD RUN",1967,"HELEN J. LAHMERS",PRIVATE,"1993-05-18 00:00:00"
OH01021,OH,"UTOPIA LAKE DAM",NULL,LOW,NULL,OHIO,WARREN,MORROW,NULL,"TR-TODD FORK",1950,"RANDY & NANCY MEARKLE",PRIVATE,"1994-12-29 00:00:00"
OH01022,OH,"OHIO POWER COMPANY POND DAM",NULL,SIGNIFICANT,NULL,OHIO,MORGAN,UNIONVILLE,NULL,"TR-MEIGS CREEK",1965,"OHIO POWER COMPANY",PRIVATE,NULL
OH01023,OH,"OHIO POWER COMPANY POND DAM",NULL,HIGH,NULL,OHIO,MORGAN,UNIONVILLE,NULL,"TR-DYES FORK",1959,"OHIO POWER COMPANY",PRIVATE,NULL
OH01024,OH,"HORSE RUN NO. 5 DAM",NULL,SIGNIFICANT,NULL,OHIO,MORGAN,UNIONVILLE,NULL,"TR-HORSE RUN",1958,"OHIO POWER COMPANY",PRIVATE,"1985-03-08 00:00:00"
OH01025,OH,"OHIO POWER COMPANY POND NB-43 DAM",NULL,SIGNIFICANT,NULL,OHIO,NOBLE,RENROCK,NULL,"TR-DYES FORK",1966,"OHIO POWER COMPANY",PRIVATE,NULL
OH01027,OH,"OHIO POWER COMPANY POND NB-90 DAM",NULL,SIGNIFICANT,NULL,OHIO,NOBLE,UNIONVILLE,NULL,"TILTONS RUN",1974,"OHIO POWER COMPANY",PRIVATE,NULL
