NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,COUNTY,NEAR_CITY,DIST_CITY,RIVER,YEAR_COMPL,OWNER,OWN_TYPE,INSP_DATE
OH00001,OH,"PLEASANT HILL DAM","PLEASANT HILL LAKE",HIGH,YES,OHIO,ASHLAND,BRINKHAVEN,20,"CLEAR FORK OF MOHICAN RIVER",1937,DAEN-ORH,FEDERAL,"1990-08-07 00:00:00"
OH00002,OH,"WILLS CREEK DAM","WILLS CREEK LAKE",HIGH,NO,OHIO,"MUSKINGUM AND COSHOCTON","WILLS CREEK",2,"WILLS CREEK",1936,DAEN-ORH,FEDERAL,"1991-08-06 00:00:00"
OH00003,OH,"DOVER DAM",NONE,HIGH,NO,OHIO,TUSCARAWAS,DOVER,4,"TUSCARAWAS RIVER",1938,"DAEN ORH",FEDERAL,"1991-06-11 00:00:00"
OH00004,OH,"BOLIVAR DAM","(NONE) DRY RESERVOIR",HIGH,NO,OHIO,"TUSCARAWAS AND STARK",BOLIVAR,2,"SANDY CREEK",1938,"DAEN ORH",FEDERAL,"1991-06-13 00:00:00"
OH00005,OH,"BEACH CITY DAM","BEACH CITY LAKE",HIGH,NO,OHIO,TUSCARAWAS,"BEACH CITY",2,"SUGAR CREEK OF TUSCARAWAS RVR",1936,"DAEN ORH",FEDERAL,"1993-08-19 00:00:00"
OH00006,OH,"ATWOOD DAM","ATWOOD LAKE",HIGH,YES,OHIO,TUSCARAWAS,"NEW CUMBERLAND",4,"INDIAN FORK OF CONOTTON CREEK",1936,"DAEN ORH",FEDERAL,"1991-06-12 00:00:00"
OH00007,OH,"DILLON DAM","DILLON LAKE",HIGH,NO,OHIO,MUSKINGUM,ZANESVILLE,3,"LICKING RIVER",1960,DAEN-ORH,FEDERAL,"1994-08-09 00:00:00"
OH00008,OH,"DEER CREEK DAM","DEER CREEK LAKE",HIGH,YES,OHIO,PICKAWAY,WILLIAMSPORT,9,"DEER CREEK",1968,DAEN-ORH,FEDERAL,"1990-09-11 00:00:00"
OH00009,OH,"NORTH BRANCH OF KOKOSING DAM","NORTH BRANCH OF KOKOSING LAKE",HIGH,YES,OHIO,KNOX,FREDERICKTOWN,2,"NORTH BRANCH OF KOKOSING",1972,DAEN-ORH,FEDERAL,"1993-08-17 00:00:00"
OH00010,OH,"TAPPAN DAM","TAPPAN LAKE",HIGH,NO,OHIO,HARRISON,DENNISON,7,"LITTLE STILLWATER CREEK",1936,"DAEN ORH",FEDERAL,"1994-06-28 00:00:00"
OH00011,OH,"PIEDMONT DAM","PIEDMONT LAKE",HIGH,NO,OHIO,HARRISON,FREEPORT,4,"STILLWATER CREEK",1937,DAEN-ORH,FEDERAL,"1994-06-27 00:00:00"
OH00012,OH,"CLENDENING DAM","CLENDENING LAKE",HIGH,NO,OHIO,HARRISON,TIPPECANOE,1,"BRUSHY FK OF STILLWATER CK",1936,"DAEN ORH",FEDERAL,"1994-06-29 00:00:00"
OH00013,OH,"SENECAVILLE DAM","SENECAVILLE LAKE",HIGH,NO,OHIO,GUERNSEY,SENECAVILLE,2,"SENECA FORK OF WILLS CREEK",1937,"DAEN ORH",FEDERAL,"1991-08-07 00:00:00"
OH00014,OH,"LEESVILLE DAM","LEESVILLE LAKE",HIGH,NO,OHIO,CARROLL,SHERRODVILLE,4,"MCGUIRE CREEK",1937,DAEN-ORH,FEDERAL,"1993-08-17 00:00:00"
OH00015,OH,"DELAWARE DAM","DELAWARE LAKE",HIGH,YES,OHIO,DELAWARE,DELAWARE,3,"OLENTANGY RIVER",1948,DAEN-ORH,FEDERAL,"1990-07-16 00:00:00"
OH00016,OH,"MOHAWK DAM","NONE - DRY DAM",HIGH,YES,OHIO,COSHOCTON,WARSAW,6,"WALHONDING RIVER",1937,"DAEN ORH",FEDERAL,"1990-08-08 00:00:00"
OH00017,OH,"PAINT CREEK DAM","PAINT CREEK LAKE",HIGH,YES,OHIO,"HIGHLAND AND ROSS",BAINBRIDGE,6,"PAINT CREEK",1973,DAEN-ORH,FEDERAL,"1990-09-12 00:00:00"
OH00018,OH,"TOM JENKINS DAM","BURR OAK LAKE",HIGH,YES,OHIO,ATHENS,GLOUSTER,3,"EAST BR OF SUNDAY CK",1950,DAEN-ORH,FEDERAL,"1995-06-26 00:00:00"
OH00019,OH,"MOHICANVILLE DAM","NONE-DRY DAM",HIGH,NO,OHIO,ASHLAND,BRINKHAVEN,20,"LAKE FORK OF MOHICAN RIVER",1937,DAEN-ORH,FEDERAL,"1992-07-07 00:00:00"
OH00020,OH,"CHARLES MILL DAM","CHARLES MILL LAKE",HIGH,NO,OHIO,ASHLAND,PERRYVILLE,8,"BLACK FORK OF MOHICAN RIVER",1936,"DAEN ORH",FEDERAL,"1992-07-08 00:00:00"
OH00022,OH,"SUN VALLEY LAKE DAM",NULL,LOW,NULL,OHIO,ROSS,"NORTH FORK VILLAGE",1.3,"TR-NORTH FORK PAINT CREEK",1955,"SUN VALLEY LAKE CLUB, INC.",PRIVATE,"1995-03-28 00:00:00"
OH00023,OH,"CALDWELL LAKE DAM",NULL,HIGH,NULL,OHIO,ROSS,PRIDE,NULL,"TR-STONY CREEK",1937,"ODNR, DIV. OF PARKS & REC",STATE,"1990-03-08 00:00:00"
OH00024,OH,"STEWART LAKE DAM",NULL,HIGH,NULL,OHIO,ROSS,PRIDE,NULL,"TR-STONY CREEK",1939,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1990-03-08 00:00:00"
OH00025,OH,"MEAD FOREMEN'S CLUB POND DAM",NULL,HIGH,NULL,OHIO,ROSS,ALMA,NULL,"TR-CROOKED CREEK",1968,"MEAD FOREMEN'S CLUB",PRIVATE,"1993-01-20 00:00:00"
OH00026,OH,"PINE LAKE DAM",NULL,LOW,NULL,OHIO,ROSS,JIMTOWN,NULL,"TR-PIKE RUN",1938,"ODNR, DIV. OF PARKS & REC",STATE,"1985-07-23 00:00:00"
OH00027,OH,"CHRISTIAN UNION CHURCH LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,ROSS,MORGANTOWN,NULL,"TR-MORGAN FORK",1968,"CHURCHES OF CHRIST IN CHRISTIAN UNION",PRIVATE,"1991-02-20 00:00:00"
OH00028,OH,"CLARENCE J BROWN DAM","CLARENCE J BROWN RESERVOIR",HIGH,YES,OHIO,CLARK,SPRINGFIELD,2,"BUCK CREEK",1973,"DAEN ORL",FEDERAL,"1991-05-29 00:00:00"
OH00029,OH,"WEST FORK OF MILL CREEK LAKE DAM","WEST FORK OF MILL CREEK LAKE",HIGH,YES,OHIO,HAMILTON,WOODLAND,2,"WEST FORK OF MILL CREEK",1952,DAEN-ORL,FEDERAL,"1990-07-12 00:00:00"
OH00030,OH,"MICHAEL J KIRWAN DAM AND RESERVOIR","MICHAEL J KIRWAN RESERVOIR",HIGH,YES,OHIO,PORTAGE,WAYLAND,1,"WEST BRANCH OF THE MAHONING",1966,"DAEN ORP",FEDERAL,"1991-06-06 00:00:00"
OH00031,OH,"MOSQUITO CREEK DAM","MOSQUITO CREEK LAKE",HIGH,YES,OHIO,TRUMBULL,WARREN,3,"MOSQUITO CREEK",1944,"DAEN ORP",FEDERAL,"1991-06-05 00:00:00"
OH00032,OH,"BERLIN DAM","BERLIN LAKE",HIGH,YES,OHIO,PORTAGE,PRICETOWN,8,"MAHONING RIVER",1943,"DAEN ORP",FEDERAL,"1992-06-11 00:00:00"
OH00034,OH,"BROKEN ARO SLURRY POND NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,COSHOCTON,DRESDEN,9.5,"TR-MILL FORK",1962,"ODNR, DIVISION OF WILDLIFE",STATE,"1972-10-05 00:00:00"
OH00035,OH,"BROKEN ARO SLURRY POND NO. 2 DAM",NULL,SIGNIFICANT,NULL,OHIO,COSHOCTON,DRESDEN,9.5,"TR-MILL FORK",1966,"ODNR, DIVISION OF WILDLIFE",STATE,"1972-10-05 00:00:00"
OH00036,OH,"BROKEN ARO SLURRY POND NO. 3 DAM",NULL,SIGNIFICANT,NULL,OHIO,COSHOCTON,DRESDEN,9.8,"TR-MILL FORK",1966,"ODNR, DIVISION OF WILDLIFE",STATE,"1972-10-05 00:00:00"
OH00037,OH,"BROKEN ARO SLURRY POND NO. 4 DAM",NULL,SIGNIFICANT,NULL,OHIO,COSHOCTON,DRESDEN,10.2,"TR-MILL FORK",1966,"ODNR, DIVISION OF WILDLIFE",STATE,"1973-09-26 00:00:00"
OH00038,OH,"SUNSET LAKE DAM",NULL,HIGH,NULL,OHIO,COSHOCTON,COSHOCTON,5.3,"TR-CROOKED RUN",1947,"PAUL ROGERS",PRIVATE,"1991-04-04 00:00:00"
OH00039,OH,"LAKE WAPUSUN DAM",NULL,HIGH,NULL,OHIO,WAYNE,"LAKELAND BEACH",NULL,"LAKE FORK OF THE MOHICAN RIVER",1969,"BOB JOHNSON",PRIVATE,"1991-07-23 00:00:00"
OH00040,OH,"BOREMAN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,WAYNE,"CEDAR VALLEY",NULL,"TR-CEDAR RUN",1971,"PHILIP G BOREMAN",PRIVATE,"1989-06-22 00:00:00"
OH00041,OH,"LAKE SYLVAN DAM",NULL,SIGNIFICANT,NULL,OHIO,CLARK,HARMONY,6.8,"TR-BEAVER CREEK",1947,"JEANNETTE ALLEN WARD",PRIVATE,"1990-12-12 00:00:00"
OH00042,OH,"LEATHERWOOD LAKE DAM",NULL,LOW,NULL,OHIO,GUERNSEY,BUFFALO,3.4,"TR-SENECA FORK WILLS CREEK",1972,"LEATHERWOOD LAKE OWNERS CORPORATION",PRIVATE,"1991-01-09 00:00:00"
OH00043,OH,"CAMBRIDGE CITY RESERVOIR DAM",NULL,HIGH,NULL,OHIO,GUERNSEY,BYESVILLE,2.7,"BOARD OF TRADE RUN",1916,"CITY OF CAMBRIDGE","LOCAL GOV'T","1993-04-06 00:00:00"
OH00044,OH,"ELDON RESERVOIR DAM",NULL,LOW,NULL,OHIO,GUERNSEY,"QUAKER CITY",1.3,"TR-LEATHERWOOD CREEK",1933,"CSX TRANSPORTATION",PRIVATE,"1977-10-18 00:00:00"
OH00045,OH,"MARTIN FARM LAKE DAM",NULL,LOW,NULL,OHIO,GUERNSEY,"WILLS CREEK LAKE",4.9,"TR-WILLS CREEK",1973,"JEFFREY D. & MARILYN N. MARTIN",PRIVATE,"1993-04-02 00:00:00"
OH00046,OH,"TENNESSEE GAS COMPANY LAKE DAM","RECREATION AREA LAKE",LOW,NULL,OHIO,GUERNSEY,OPPERMAN,10.6,"FLAT RUN",1951,"TENNESSEE GAS COMPANY",PRIVATE,NULL
OH00047,OH,"HIDDEN HAVEN LAKE DAM",NULL,LOW,NULL,OHIO,GUERNSEY,FREEPORT,8,"TR-MILLERS FORK",1961,"W. DALE MILLER",PRIVATE,"1993-04-06 00:00:00"
OH00048,OH,"BISHARD POND DAM",NULL,LOW,NULL,OHIO,GUERNSEY,"BIRDS RUN",8.1,"TR-WILLS CREEK",1965,"MRS. RAY BISHARD",PRIVATE,"1992-03-18 00:00:00"
OH00050,OH,"INDIAN LAKES REC. AREA UPPER LAKE DAM","INDIAN UPPER LAKE",HIGH,NULL,OHIO,GUERNSEY,BYESVILLE,3.8,"TR-WILLS CREEK",1962,"ROBERT KIRKMAN",PRIVATE,"1992-05-14 00:00:00"
OH00051,OH,"INDIAN LAKES REC. AREA LOWER LAKE DAM","INDIAN LOWER LAKE",HIGH,NULL,OHIO,GUERNSEY,BYESVILLE,3.4,"TR-WILLS CREEK",1962,"ROBERT KIRKMAN",PRIVATE,"1992-05-14 00:00:00"
OH00052,OH,"SPRING LAKE DAM",NULL,LOW,NULL,OHIO,GUERNSEY,CAMBRIDGE,3.4,"TR-CROOKED CREEK",1951,"DR. GEORGE GARDINSKY",PRIVATE,"1987-04-02 00:00:00"
OH00053,OH,"LUBURGH LAKE DAM",NULL,HIGH,NULL,OHIO,GUERNSEY,CAMBRIDGE,2.8,"TR-CROOKED CREEK",1963,"C.M. LUBURGH CONSTRUCTION COMPANY",PRIVATE,"1987-02-27 00:00:00"
OH00054,OH,"MCMILLAN LAKE DAM",NULL,LOW,NULL,OHIO,MUSKINGUM,"WHITE COTTAGE",NULL,"TR-KENT RUN",1963,"JANIS MCMILLAN",PRIVATE,NULL
OH00055,OH,"DEER LAKE DAM",NULL,HIGH,NULL,OHIO,MUSKINGUM,ROBERTS,NULL,"TR-JONATHAN CREEK",1957,"DR. RALPH D. SMITH",PRIVATE,"1986-04-09 00:00:00"
OH00056,OH,"AVONDALE WILDLIFE AREA NO. 2 DAM",NULL,LOW,NULL,OHIO,MUSKINGUM,DARLINGTON,NULL,"TR-MOXAHALA CREEK",NULL,"OHIO POWER COMPANY",PRIVATE,"1982-05-19 00:00:00"
OH00057,OH,"AVONDALE WILDLIFE AREA NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,MUSKINGUM,ROSEVILLE,NULL,"TR-MOXAHALA CREEK",NULL,"OHIO POWER COMPANY",PRIVATE,"1982-05-19 00:00:00"
OH00058,OH,"OHIO POWER COMPANY POND DAM",NULL,LOW,NULL,OHIO,MUSKINGUM,CUMBERLAND,NULL,"TR-COLLINS FORK",NULL,"OHIO POWER COMPANY",PRIVATE,NULL
OH00059,OH,"INTERNATIONAL ANIMAL PRESERVE POND DAM","DAM #3",SIGNIFICANT,NULL,OHIO,MUSKINGUM,CUMBERLAND,NULL,"TR-MILLER CREEK",1959,"INTERNATIONAL CENTER FOR THE",PRIVATE,"1972-11-03 00:00:00"
OH00060,OH,"KNOWLTON'S POND DAM",NULL,LOW,NULL,OHIO,MUSKINGUM,"DUNCAN FALLS",NULL,"TR-GEORGES RUN",1950,"WILMER B., JR., & NORMA J. KNOWLTON",PRIVATE,"1992-03-18 00:00:00"
OH00061,OH,"BLUE ROCK LAKE DAM","CUTLER LAKE",HIGH,NULL,OHIO,MUSKINGUM,PHILO,NULL,"MANNS FORK",1937,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1982-04-01 00:00:00"
OH00062,OH,"NEW CONCORD VILLAGE RESERVOIR DAM",NULL,HIGH,NULL,OHIO,MUSKINGUM,"NEW CONCORD",1.9,"TR-FOX CREEK",1955,"VILLAGE OF NEW CONCORD","LOCAL GOV'T","1987-05-06 00:00:00"
OH00063,OH,"LAKE BUCKHORN DAM",NULL,HIGH,NULL,OHIO,HOLMES,CLARK,0.9,"TR-DOUGHTY CREEK",1967,"LAKE BUCKHORN PROPERTY OWNERS ASSN.",PRIVATE,"1986-06-19 00:00:00"
OH00064,OH,"HICKORY LAKE DAM",NULL,LOW,NULL,OHIO,HOLMES,CLARK,3,"TR-DOUGHTY CREEK",1967,"HICKORY LAKE, INC.",PRIVATE,"1992-10-21 00:00:00"
OH00065,OH,"COY LAKE DAM",NULL,HIGH,NULL,OHIO,HOLMES,GLENMONT,2.7,"TR-BLACK CREEK",1962,"JAMES R. COY, M.D.",PRIVATE,"1986-06-19 00:00:00"
OH00066,OH,"TRANQUIL VALLEY LAKE DAM",NULL,HIGH,NULL,OHIO,HOLMES,KILLBUCK,7.6,"UPPER SAND RUN",1958,"JOHN & DORIS POPICK",PRIVATE,"1991-12-17 00:00:00"
OH00067,OH,"SILVER CREEK DAM",NULL,SIGNIFICANT,NULL,OHIO,MADISON,GEORGESVILLE,NULL,"SILVER DITCH",1968,"BATTELLE MEMORIAL INSTITUTE",PRIVATE,"1987-11-17 00:00:00"
OH00068,OH,"LAKE CHOCTAW DAM",NULL,HIGH,NULL,OHIO,MADISON,LAFAYETTE,NULL,"DEER CREEK",1964,"LAKE CHOCTAW PROPERTY OWNERS ASSN.",PRIVATE,"1994-03-22 00:00:00"
OH00069,OH,"NAUS LAKE DAM",NULL,LOW,NULL,OHIO,WYANDOT,BOLIVAR,NULL,"TR-HONEY RUN",1968,"DAVID NAUS & C.A. NAUS",PRIVATE,"1990-04-24 00:00:00"
OH00070,OH,"UPPER SANDUSKY RESERVOIR DAM",NULL,SIGNIFICANT,NULL,OHIO,WYANDOT,MONOCUE,NULL,"TR-SANDUSKY RIVER",1957,"CITY OF UPPER SANDUSKY","LOCAL GOV'T","1983-04-07 00:00:00"
OH00071,OH,"SPROAT LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,VINTON,"RICHMOND DALE",NULL,"TR-MIDDLE FORK SALT CREEK",1962,"SIMON KENTON COUNCIL",PRIVATE,"1991-03-13 00:00:00"
OH00072,OH,"LAKE HOPE DAM",NULL,HIGH,NULL,OHIO,VINTON,HOPE,NULL,"SANDY RUN",1939,"ODNR, DIV. OF PARKS & REC",STATE,"1990-04-26 00:00:00"
OH00073,OH,"LAKE RUPERT DAM","WELLSTON RESERVOIR",HIGH,NULL,OHIO,VINTON,HAMDEN,1.3,"LITTLE RACCOON CREEK",1968,"ODNR, DIVISION OF WILDLIFE",STATE,"1987-12-17 00:00:00"
OH00074,OH,"LAKE ALMA DAM",NULL,HIGH,NULL,OHIO,VINTON,RATCHFORD,NULL,"TR-LITTLE RACCOON CREEK",1902,"CITY OF WELLSTON","LOCAL GOV'T","1990-08-23 00:00:00"
OH00075,OH,"LAKE HILL DAM",NULL,HIGH,NULL,OHIO,ROSS,"NORTH FORK VILLAGE",NULL,"TR-PAINT CREEK",1954,"PENELOPE FISHER",PRIVATE,"1994-05-11 00:00:00"
OH00076,OH,"RUSTIC ACRES LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,ROSS,CHILLICOTHE,NULL,"TR-DRY RUN",1974,"PROFESSIONAL BUILDERS",PRIVATE,"1991-02-20 00:00:00"
OH00077,OH,"STROMAN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,CHAMPAIGN,"TREMONT CITY",11.7,"TR-NETTLE CREEK",1958,"CHARLES D. STROMAN",PRIVATE,"1989-09-08 00:00:00"
OH00080,OH,"ATHENS FISH AND GAME CLUB LAKE DAM",NULL,HIGH,NULL,OHIO,ATHENS,HOPE,1.3,"TR-ROCKCAMP CREEK",1938,"ATHENS FISH & GAME CLUB",PRIVATE,"1987-12-17 00:00:00"
OH00081,OH,"MATTERS POND DAM",NULL,HIGH,NULL,OHIO,ATHENS,GROSVENOR,0.8,"TR-FACTORY CREEK",1953,"NEAL J & SANDRA L NESBITT",PRIVATE,"1995-07-20 00:00:00"
OH00083,OH,"MARGARET CREEK STRUCTURE NO. 2","LAKE SNOWDEN",HIGH,NULL,OHIO,ATHENS,FISHER,4.2,"MARGARET CREEK",1970,"LE-AX REGIONAL WATER DISTRICT",PRIVATE,"1992-05-14 00:00:00"
OH00084,OH,"MARGARET CREEK STRUCTURE NO. 4",NULL,SIGNIFICANT,NULL,OHIO,ATHENS,FISHER,2.7,"BIDDLE CREEK",1971,"HOCKING CONSERVANCY DISTRICT","LOCAL GOV'T","1990-09-12 00:00:00"
OH00085,OH,"MARGARET CREEK STRUCTURE NO. 5",NULL,LOW,NULL,OHIO,ATHENS,ATHENS,3.4,"BIDDLE CREEK",1970,"HOCKING CONSERVANCY DISTRICT","LOCAL GOV'T","1990-09-12 00:00:00"
OH00086,OH,"DOW LAKE DAM","STROUDS RUN LAKE",HIGH,NULL,OHIO,ATHENS,FISHER,2.3,"STROUDS RUN",1959,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1991-05-16 00:00:00"
OH00087,OH,"STRAHLER'S LAKE DAM",NULL,LOW,NULL,OHIO,WASHINGTON,UNIONVILLE,NULL,"TR-RAINBOW CREEK",1966,"BERNARD STRAHLER",PRIVATE,"1994-01-13 00:00:00"
OH00088,OH,"CHOPPER'S LAKE DAM",NULL,LOW,NULL,OHIO,WASHINGTON,"COAL RUN",NULL,"SUGAR RUN",1948,"LAKESIDE, INC.",PRIVATE,NULL
OH00090,OH,"GOODFELLOWS PARK LAKE DAM",NULL,HIGH,NULL,OHIO,WASHINGTON,WATERTOWN,5.2,"TR-BROWNS RN & S BRCH WOLF CRK",1950,"GOODFELLOWS CLUB, INC.",PRIVATE,"1994-01-13 00:00:00"
OH00091,OH,"CYANAMID CORPORATION POND DAM",NULL,SIGNIFICANT,NULL,OHIO,WASHINGTON,MARIETTA,NULL,"TR-DUCK CREEK",1960,"CYTEC INDUSTRIES INC.",PRIVATE,NULL
OH00092,OH,"BADGER POND DAM",NULL,LOW,NULL,OHIO,WASHINGTON,"TWIN BRIDGES",NULL,"TR-LAUREL RUN",NULL,"FRED W. DEBUSSEY",PRIVATE,NULL
OH00093,OH,"SELLERS LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,ASHLAND,JELLOWAY,2.5,"TR-JELLOWAY CREEK",1963,"STEVE SELLERS",PRIVATE,"1986-06-19 00:00:00"
OH00094,OH,"JACOBS LAKE DAM",NULL,LOW,NULL,OHIO,ASHLAND,ENGLAND,3.4,"TR-NEWELL RUN",1962,"TED JACOBS",PRIVATE,"1989-06-01 00:00:00"
OH00095,OH,"CINNAMON LAKE DAM",NULL,HIGH,NULL,OHIO,ASHLAND,"WEST SALEM",4.2,"MUDDY FORK",1970,"CINNAMON LAKE ASSOCIATION, INC.",PRIVATE,"1987-08-10 00:00:00"
OH00096,OH,"STARKEY LAKE DAM (UPPER LAKE)",NULL,LOW,NULL,OHIO,ASHLAND,POLK,4.2,"TR-ORANGE CREEK",1956,"JOHN A. RHOADS",PRIVATE,"1995-03-13 00:00:00"
OH00097,OH,"NOVA POND DAM",NULL,LOW,NULL,OHIO,ASHLAND,FITCHVILLE,13.6,"TR-BUCK CREEK",1930,"OHIO TECHNOLOGY CORPORATION",PRIVATE,"1991-09-17 00:00:00"
OH00098,OH,"STELL LAKE DAM",NULL,LOW,NULL,OHIO,ASHLAND,FITCHVILLE,9.5,"TR-VERMILION RIVER",1969,"MRS. EDWARD STELL",PRIVATE,"1991-09-19 00:00:00"
OH00099,OH,"UKE RANCH LAKE DAM",NULL,LOW,NULL,OHIO,ASHLAND,FITCHVILLE,6,"TR-BUCK CREEK",1968,"UKE RANCH, INC.",PRIVATE,"1992-06-11 00:00:00"
OH00100,OH,"CRALL LAKE DAM",NULL,LOW,NULL,OHIO,ASHLAND,FITCHVILLE,7.9,"TR-VERMILION RIVER",1952,"WILLIAM CRALL",PRIVATE,"1992-06-11 00:00:00"
OH00101,OH,"MATHEWS POND DAM",NULL,SIGNIFICANT,NULL,OHIO,NOBLE,"COAL RIDGE",NULL,"TR-JOHNNY WOODS RIVER",1969,"GENE MATHEWS",PRIVATE,"1989-11-29 00:00:00"
OH00102,OH,"EASTERN OHIO RESOURCE & DEVELOPMENT DAM",NULL,LOW,NULL,OHIO,NOBLE,FLORENCE,NULL,"TR-DOG RUN",1965,"EASTERN OHIO RESOURCE & DEV. CENTER",STATE,NULL
OH00104,OH,"BURKHEAD LAKE DAM",NULL,LOW,NULL,OHIO,LORAIN,WELLINGTON,6.6,"TR-WELLINGTON CREEK",1964,"WILLIAM & GAIL A. BURKHEAD",PRIVATE,NULL
OH00105,OH,"LORETTA LAKE DAM",NULL,LOW,NULL,OHIO,LORAIN,WELLINGTON,6.6,"TR-WELLINGTON CREEK",1968,"DAVID A. DOLL",PRIVATE,NULL
OH00106,OH,"FIRELANDS LAKE NO. 1 DAM",NULL,LOW,NULL,OHIO,LORAIN,BIRMINGHAM,NULL,"TR-FRANKLIN CREEK",1966,"HEART OF OHIO COUNCIL, INC.",PRIVATE,"1992-06-30 00:00:00"
OH00107,OH,"CLARE-MAR CAMP LAKE DAM",NULL,HIGH,NULL,OHIO,LORAIN,WELLINGTON,8,"TR-CHARLEMONT CREEK",NULL,"LEN & BARBARA SEARS",PRIVATE,"1990-01-03 00:00:00"
OH00108,OH,"TAYLOR LAKE DAM",NULL,LOW,NULL,OHIO,LORAIN,SPENCER,4.5,"TR-COON CREEK",1968,"HAROLD & PATRICIA TAYLOR",PRIVATE,NULL
OH00109,OH,"UKRANIAN AMERICAN YOUTH LAKE DAM",NULL,LOW,NULL,OHIO,LORAIN,WELLINGTON,4.2,"TR-CHARLEMONT CREEK",1965,"UKRANIAN AMERICAN YOUTH ASSN., INC.",PRIVATE,"1992-02-06 00:00:00"
OH00111,OH,"PHEASANT RUN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LORAIN,OBERLIN,5.7,"TR-WELLINGTON CREEK",NULL,"PHEASANT RUN VILLAGE ASSOCIATION",PRIVATE,"1992-02-06 00:00:00"
OH00112,OH,"OBERLIN UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,LORAIN,OBERLIN,0.1,OFFSTREAM,1960,"CITY OF OBERLIN","LOCAL GOV'T","1987-08-06 00:00:00"
OH00113,OH,"OBERLIN OLD UPGROUND RESERVOIR",NULL,LOW,NULL,OHIO,LORAIN,OBERLIN,0.1,"PLUM CREEK-OS",1960,"CITY OF OBERLIN","LOCAL GOV'T","1992-10-15 00:00:00"
OH00114,OH,"BRENTWOOD LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LORAIN,"LA PORTE",1.1,"TR-EAST BRANCH BLACK RIVER",1952,"THE SPITZER HARDWARE & SUPPLY CO.",PRIVATE,"1990-01-03 00:00:00"
OH00115,OH,"LAKE HAVEN DAM",NULL,LOW,NULL,OHIO,LORAIN,"LAKE ERIE",NULL,"TR-LAKE ERIE",1960,"RAYMOND & BEULAH LUGLI",PRIVATE,"1983-02-15 00:00:00"
OH00117,OH,"ROD LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,JEFFERSON,PRAVO,1.7,"MATHEWS RUN",1955,"DR. OTILIA J. ASUNCION",PRIVATE,"1990-08-07 00:00:00"
OH00118,OH,"BOWERS LAKE ESTATE DAM",NULL,SIGNIFICANT,NULL,OHIO,JEFFERSON,BROADACRE,3.4,"CLAY LICK CREEK",1960,"ANNA M. BOWERS",PRIVATE,"1990-08-07 00:00:00"
OH00119,OH,"JEFFERSON SPORTSMAN'S LAKE NO. 3 DAM",NULL,SIGNIFICANT,NULL,OHIO,JEFFERSON,WEEMS,4.5,"TR-MCINTYRE CREEK",1960,"JEFFERSON COUNTY SPORTSMAN'S ASSOC.",PRIVATE,"1990-08-08 00:00:00"
OH00120,OH,"JEFFERSON SPORTSMAN'S LAKE NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,JEFFERSON,WEEMS,3.8,"TR-MCINTYRE CREEK",1966,"JEFFERSON COUNTY SPORTSMAN'S ASSOC.",PRIVATE,"1990-08-08 00:00:00"
OH00121,OH,"PINE VALLEY SPORTSMEN'S LAKE NO. 4 DAM",NULL,HIGH,NULL,OHIO,JEFFERSON,NEWELL,2.7,"TR-PINEY FORK",1964,"PINE VALLEY SPORTSMEN",PRIVATE,"1990-08-08 00:00:00"
OH00122,OH,"PINE VALLEY SPORTSMEN'S LAKE NO. 1 DAM",NULL,HIGH,NULL,OHIO,JEFFERSON,NEWELL,2.7,"TR-PINEY FORK",1964,"PINE VALLEY SPORTSMEN",PRIVATE,"1990-08-08 00:00:00"
OH00123,OH,"FRIENDSHIP PARK LAKE DAM",NULL,HIGH,NULL,OHIO,JEFFERSON,WEEMS,1.1,"LITTLE MCINTYRE CREEK",1972,"JEFFERSON COUNTY","LOCAL GOV'T","1986-01-14 00:00:00"
OH00124,OH,"MALABU LAKE DAM",NULL,LOW,NULL,OHIO,JEFFERSON,"RUSH RUN",5.3,"TR-RUSH RUN",1961,"DAVID F. PESTA",PRIVATE,"1993-04-14 00:00:00"
OH00125,OH,"MINGO SPORTSMAN CLUB LAKE NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,JEFFERSON,"VALLEY GLENN",4.4,"TR-SLABCAMP CREEK",1958,"MINGO SPORTSMAN CLUB",PRIVATE,"1990-08-09 00:00:00"
